20060421	23150298	19.3888	-103.546	35.0	 9 	17.0	68.0	 2.47  	167
20060423	06233655	19.583	-103.7607	5.99	19 	2.0	4.0	 1.16  	168
20060423	06515760	19.4268	-103.8215	9.37	 8 	7.0	8.0	 1.06  	169
20060423	10395253	19.514	-103.7532	5.79	32 	2.0	3.0	 1.33  	170
20060424	01394763	19.5328	-103.736	5.99	27 	3.0	2.0	 1.17  	171
20060424	16330673	18.8277	-103.9153	24.0	 8 	12.0	44.0	 2.91  	172
20060425	04234116	19.4817	-103.7922	42.0	17 	32.0	91.0	 8.45  	173
20060425	04343854	19.3907	-103.6335	5.53	14 	6.0	5.0	 1.99  	174
20060425	08063088	19.633	-103.7717	4.24	 9 	30.0	38.0	 7.36  	175
20060425	21050818	19.5315	-103.7038	10.51	13 	14.0	10.0	 2.03  	177
20060427	02184182	19.3847	-103.5447	5.36	21 	4.0	3.0	 1.45  	178
20060428	09151622	19.4552	-103.8667	0.09	24 	99.0	4.0	 1.26  	179
20060428	18482199	19.753	-103.4637	3.0	 7 	32.0	98.0	 9.10  	180
20060429	06555869	19.4462	-103.522	5.4	29 	3.0	3.0	 1.66  	181
20060429	18531027	18.5395	-104.4983	1.0	10 	32.0	99.0	40.40  	182
20060430	23294148	19.4642	-103.4882	4.88	30 	27.0	25.0	16.62  	183
20060501	19381357	19.3552	-104.382	23.6	14 	21.0	69.0	 6.84  	184
20060502	14462690	19.6733	-103.778	27.0	 8 	32.0	99.0	 8.13  	185
20060502	21444467	19.4007	-103.7267	4.84	19 	9.0	8.0	 2.67  	186
20060503	22443135	19.2605	-104.1558	0.0	23 	32.0	99.0	18.22  	187
20060504	07544764	19.6557	-103.5653	3.0	13 	32.0	99.0	28.28  	188
20060504	22244067	19.4655	-103.7493	18.87	12 	4.0	6.0	 0.94  	189
20060505	04513135	19.4782	-103.7345	6.95	14 	12.0	3.0	 1.34  	190
20060505	11284428	19.3235	-103.876	45.0	 7 	26.0	99.0	 3.86  	191
20060505	20505410	19.2633	-103.9397	53.04	 7 	18.0	98.0	 1.71  	192
20060507	09163337	19.5203	-103.7905	4.24	11 	3.0	2.0	 0.66  	193
20060507	12514471	19.4382	-103.7557	5.18	21 	3.0	3.0	 1.31  	194
20060507	22050951	9.0802	-3.0233	1.0	16 	0.0	0.0	47.60  	195
20060508	03594462	19.482	-103.5867	1.0	18 	32.0	22.0	 9.79  	196
20060509	04014150	19.351	-103.8023	64.57	15 	20.0	56.0	 4.39  	198
20060509	11461178	19.4427	-103.5835	9.05	21 	7.0	3.0	 1.36  	199
20060510	11455745	19.4162	-103.7607	8.23	10 	3.0	4.0	 0.69  	200
20060510	17510707	19.5567	-103.741	2.93	24 	7.0	1.0	 1.04  	201
20060511	08295861	19.4328	-103.5438	9.99	13 	6.0	4.0	 1.36  	202
20060511	19480749	19.8092	-103.5665	38.0	13 	32.0	87.0	 7.03  	203
20060512	05542527	19.3928	-103.5473	5.2	29 	19.0	18.0	 8.92  	204
20060513	01091094	19.8123	-103.7155	22.0	 4 	29.0	95.0	 2.37  	205
20060513	01195179	19.8988	-104.1583	46.0	 5 	32.0	99.0	10.52  	206
20060513	02462860	19.5207	-103.7892	6.6	17 	3.0	4.0	 1.01  	207
20060513	07214153	19.6267	-103.9887	3.73	19 	11.0	10.0	 3.08  	208
20060513	11313779	19.3787	-103.6167	7.26	20 	10.0	4.0	 1.51  	209
20060514	03492319	19.5215	-103.7552	5.96	32 	3.0	3.0	 1.47  	210
20060514	07404959	19.2717	-103.3455	0.03	 6 	5.0	33.0	 0.40  	211
20060515	03042979	19.5542	-103.7663	57.09	19 	13.0	29.0	 3.76  	213
20060515	03431599	19.493	-103.752	5.59	13 	4.0	4.0	 1.16  	214
20060515	14482974	19.4417	-103.7745	33.0	 4 	32.0	99.0	 5.15  	215
20060516	03260391	19.595	-103.7182	54.76	10 	18.0	30.0	 3.26  	216
20060516	08302547	21.5175	-104.5485	1.0	22 	32.0	99.0	17.64  	217
20060516	23353762	20.2007	-104.3458	73.0	26 	32.0	99.0	17.27  	219
20060517	00420293	19.4948	-103.7565	64.0	24 	32.0	65.0	 9.88  	220
20060518	08320965	18.9235	-102.4525	14.28	 6 	2.0	8.0	 0.06  	221
20060518	20421938	19.4363	-103.6418	5.79	21 	6.0	4.0	 2.00  	222
20060519	06162413	19.4662	-103.4787	59.52	33 	13.0	17.0	 4.06  	223
20060519	17393175	19.5237	-103.4835	5.27	24 	16.0	24.0	 9.84  	224
20060520	00424633	19.4587	-103.752	5.99	30 	3.0	3.0	 1.54  	225
20060521	22520374	19.6108	-103.8122	50.0	11 	16.0	26.0	 3.09  	226
20060523	18173395	19.8593	-103.838	1.0	 9 	32.0	99.0	19.44  	227
20060524	20563441	19.8413	-103.6835	24.99	16 	12.0	18.0	 3.89  	228
20060525	15115943	19.4457	-103.7195	5.31	15 	7.0	6.0	 1.93  	229
20060526	04143915	19.6538	-103.7312	5.15	11 	23.0	78.0	 7.22  	230
20060527	23083662	21.14	-103.5553	79.0	33 	32.0	99.0	23.59  	231
20060528	07234506	19.5305	-103.5493	1.0	 8 	32.0	99.0	20.50  	232
20060717	21463714	19.5675	-103.8723	7.0	 5 	32.0	99.0	17.79  	233
20060529	23492034	19.4647	-103.22	0.15	22 	24.0	31.0	 8.25  	234
20060530	07071286	19.4528	-103.5802	25.21	31 	9.0	6.0	 2.33  	235
20060530	16373660	19.3517	-103.6318	7.33	10 	4.0	11.0	 1.10  	236
20060531	08091201	19.3448	-103.5567	5.53	12 	13.0	24.0	 3.16  	237
20060701	07045329	19.5247	-103.864	10.0	16 	32.0	99.0	21.04  	238
20060702	10594313	19.8292	-104.1292	24.0	 7 	29.0	96.0	 3.88  	239
20060702	17404546	19.7068	-103.7487	80.88	 6 	11.0	99.0	 1.27  	240
20060703	06544750	19.6398	-103.6915	5.04	 8 	29.0	21.0	 4.25  	241
20060703	10345532	19.5322	-103.8163	8.98	 5 	1.0	3.0	 0.03  	242
20060705	07074234	19.4438	-103.7697	22.16	 6 	12.0	94.0	 1.65  	243
20060707	09220904	19.3973	-103.8003	70.0	21 	32.0	83.0	 8.65  	245
20060708	08431699	19.4332	-103.8772	22.72	12 	3.0	31.0	 0.58  	246
20060710	18161768	19.5498	-103.6883	26.0	 6 	32.0	99.0	 6.70  	247
20060711	16261893	19.4085	-103.3958	4.62	16 	25.0	44.0	11.20  	248
20060714	04292946	19.556	-103.7387	4.12	21 	31.0	18.0	 8.69  	249
20060715	19085934	19.6738	-103.5545	66.0	17 	32.0	75.0	 8.79  	250
20060716	16194328	19.4343	-103.578	11.08	12 	7.0	3.0	 0.94  	251
20060717	19463522	19.3023	-103.4967	49.4	24 	11.0	20.0	 3.86  	252
20060718	00352392	19.4272	-103.6765	49.0	 6 	32.0	99.0	18.36  	253
20060718	02551635	19.5118	-103.7478	5.67	 9 	7.0	5.0	 1.16  	254
20060719	02081155	19.0005	-103.7707	1.0	 7 	32.0	99.0	 7.25  	255
20060720	03551347	19.2653	-103.6117	16.0	 9 	20.0	59.0	 5.58  	256
20060720	08210453	19.4528	-103.5278	9.7	26 	7.0	3.0	 1.81  	257
20060723	03500328	19.5723	-103.7567	17.0	13 	12.0	15.0	 3.33  	258
20060724	00233344	19.4473	-103.7348	5.9	27 	3.0	3.0	 1.31  	259
20060727	14104329	19.3323	-103.552	5.51	13 	5.0	4.0	 1.52  	261
20060728	05343517	19.4823	-103.7212	9.57	14 	7.0	4.0	 1.34  	262
20060728	05381757	19.4915	-103.5465	53.0	15 	32.0	78.0	 7.24  	263
20060728	11541713	19.4008	-103.6065	6.62	16 	6.0	4.0	 0.98  	264
20060728	18523853	19.4928	-103.741	24.0	14 	32.0	56.0	12.81  	265
20060729	06170064	19.3947	-103.691	0.22	15 	86.0	2.0	 1.17  	266
20060730	18413591	19.5238	-103.541	29.0	 8 	32.0	88.0	 6.06  	267
20060731	18250991	9.0468	-3.04	1.0	20 	0.0	0.0	29.95  	268
20060731	19394414	19.4635	-103.721	6.0	 4 	6.0	25.0	 0.47  	269
20060731	21463113	19.3885	-103.6638	9.91	28 	7.0	3.0	 1.81  	270
20060801	04465485	19.3582	-103.6862	5.18	14 	4.0	3.0	 1.33  	271
20060801	05562545	19.4072	-103.723	8.91	31 	5.0	2.0	 1.55  	272
20060802	01291262	19.598	-103.7455	8.0	 5 	32.0	99.0	12.92  	273
20060803	01045309	19.453	-103.6898	9.43	18 	8.0	4.0	 1.84  	274
20060806	10580601	19.519	-103.7443	13.65	13 	10.0	13.0	 2.64  	275
20060804	21543185	19.5927	-103.7942	85.0	 9 	32.0	99.0	 7.08  	276
20060804	20051878	19.442	-103.8425	21.0	 7 	32.0	99.0	 9.45  	277
20060805	00433189	19.5323	-103.8175	26.0	31 	32.0	69.0	21.90  	278
20060806	03593354	19.7375	-103.8025	53.9	26 	13.0	22.0	 4.02  	279
20060806	15171793	18.9017	-104.1732	56.0	10 	32.0	99.0	10.79  	280
20060807	09291750	18.3925	-103.8998	18.4	12 	22.0	98.0	 6.54  	281
20060807	09354135	19.3693	-103.823	19.0	20 	6.0	7.0	 2.29  	282
20060808	01361522	19.6735	-103.8908	46.56	23 	14.0	22.0	 4.04  	283
20060808	02320210	19.3915	-103.6023	56.04	14 	15.0	47.0	 3.32  	284
20060808	09291771	19.688	-104.0995	8.0	 8 	32.0	99.0	 9.24  	285
20060809	15022879	19.3277	-103.9202	35.0	 6 	32.0	99.0	11.42  	286
20060810	14092170	19.3412	-103.7348	30.0	 7 	18.0	92.0	 2.79  	287
20060812	12100801	19.6398	-103.5727	5.85	36 	10.0	11.0	 6.48  	288
20060812	18533818	19.499	-103.6453	31.21	 4 	26.0	98.0	 3.08  	289
20060813	13002670	19.5233	-103.4667	5.0	11 	32.0	99.0	25.53  	290
20060813	15143821	19.3723	-103.6628	5.79	 7 	14.0	22.0	 2.80  	291
20060813	16080543	19.3615	-103.6122	5.7	15 	4.0	3.0	 1.07  	292
20060814	01254840	19.2215	-103.5112	17.0	10 	32.0	99.0	25.81  	293
20060815	08024066	19.4302	-103.5567	5.93	21 	4.0	4.0	 1.71  	294
20060815	19290683	19.5147	-103.688	5.77	19 	5.0	2.0	 1.10  	295
20060817	02275543	19.3943	-103.681	47.0	19 	12.0	15.0	 3.32  	296
20060819	08122897	19.6048	-103.8057	8.6	19 	21.0	18.0	 5.98  	297
20060819	16341296	19.352	-103.546	5.63	14 	8.0	10.0	 2.36  	298
